train_acc,train_loss,val_acc,val_loss
0.65404,1.1627761,0.8020253164556964,0.6045682
0.8091799999999998,0.5756813,0.8272151898734177,0.5128432
0.8345600000000001,0.4873577,0.8479113924050633,0.43971983
0.8469300000000001,0.44382814,0.8549367088607593,0.42217824
0.8573200000000001,0.41055006,0.8653797468354429,0.3813444
